#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2016-03-24T00:15:02 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ56f32fff0810	
#INFO	-out.max=9999	
#INFO	queryParameters=49	
#-oc.form=dec
#-out.max=9999
#-nav=cat:J/A+A/559/A43&tab:{J/A+A/559/A43/table6}&key:source=J/A+A/559/A43&HTTPPRM:&&-ref=VIZ56f32fff0810&-file=.&-oc.form=sexa&-out.form=verb&-c.r=  2&-c.geom=r&-order=I&-out=Seq&-out=RAJ2000&-out=DEJ2000&-out=pmRA&-out=pmDE&-out=plx&-out=rc&-out=RV&-out=Vpar&-out=Vperp&-out=M&-out=gmed&-out=rmed&-out=imed&-out=zmed&-out=ymed&-out=Jmag&-out=Kmag&-out=W1mag&-out=W2mag&-out=Src&-out=XV&-ignore=XV=*&XV=XV&-out=Sloan&Sloan=Sloan&-meta.ucd=2&-meta=1&-meta.foot=1&-meta.form=1&-usenav=1&-bmark=POST&-out.max=50&-out.form=HTML Table&-c.eq=J2000&-c.u=arcmin&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/559/A43/table6
#-order=I
#-out=Seq
#-out=RAJ2000
#-out=DEJ2000
#-out=pmRA
#-out=pmDE
#-out=plx
#-out=rc
#-out=RV
#-out=Vpar
#-out=Vperp
#-out=M
#-out=gmed
#-out=rmed
#-out=gmag
#-out=e_gmag
#-out=rmag
#-out=e_rmag
#-out=imag
#-out=e_imag
#-out=zmag
#-out=e_zmag
#-out=Jmag
#-out=e_Jmag
#-out=Hmag
#-out=e_Hmag
#-out=Kmag
#-out=e_Kmag
#-out=W1mag
#-out=e_W1mag
#-out=W2mag
#-out=e_W2mag
#-out=W3mag
#-out=e_W3mag
#-out=W4mag
#-out=e_W4mag
#-out=Src
#-out=XV
#XV=XV
#-out=Sloan
#Sloan=Sloan
#
#
#RESOURCE=yCat_35590043
#Name: J/A+A/559/A43
#Title: Pan-STARRS1 (PS1) observations of the Hyades (Goldman+, 2013)
#Coosys	J2000_2000.000:	eq_FK5 J2000
#Table	J_A_A_559_A43_table6:
#Name: J/A+A/559/A43/table6
#Title: Photometric and kinematic parameters for 773 Hyades member candidates
#Column	Seq	(I8)	Identifier (Seq<=724 ix from Roeser et al. 2011, J/A+A/531/A92)	[ucd=meta.id]
#Column	RAJ2000	(F11.7)	PPMXL Right Ascension (J2000.0, epoch 2000.0)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F11.7)	PPMXL Declination (J2000.0, epoch 2000.0)	[ucd=pos.eq.dec;meta.main]
#Column	pmRA	(F6.2)	PPMXL Proper Motion in RA*cos(DEdeg)	[ucd=pos.pm;pos.eq.ra]
#Column	pmDE	(F7.2)	PPMXL Proper Motion in Dec	[ucd=pos.pm;pos.eq.dec]
#Column	plx	(F5.2)	Secular parallax	[ucd=pos.parallax]
#Column	rc	(F5.2)	[0/30] Distance from the cluster centre	[ucd=phys.size.radius]
#Column	RV	(F5.2)	[16/46] Predicted radial velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	Vpar	(F5.2)	[5/43] Tangential velocity in direction of the convergent point	[ucd=phys.veloc.transverse]
#Column	Vperp	(F5.2)	[-5/4] Tangential velocity in direction perpendicular to the convergent point	[ucd=phys.veloc.transverse]
#Column	M	(F5.2)	[0.09/2.6] Mass of the star	[ucd=phys.mass]
#Column	gmed	(F6.3)	? PS1 PSF median magnitude in g band	[ucd=phot.mag;em.opt.B]
#Column	rmed	(F6.3)	? PS1 PSF median magnitude in r band	[ucd=phot.mag;em.opt.R]
#Column	gmag	(F6.3)	? SDSS g-band magnitude (SDSS-DR8)	[ucd=phot.mag;em.opt.B]
#Column	e_gmag	(F6.3)	? Error of gmag	[ucd=stat.error;phot.mag;em.opt.B]
#Column	rmag	(F6.3)	? SDSS r-band magnitude (SDSS-DR8)	[ucd=phot.mag;em.opt.R]
#Column	e_rmag	(F6.3)	? Error of rmag	[ucd=stat.error;phot.mag;em.opt.R]
#Column	imag	(F6.3)	? SDSS i-band magnitude (SDSS-DR8)	[ucd=phot.mag;em.opt.I]
#Column	e_imag	(F6.3)	? Error of imag	[ucd=stat.error;phot.mag;em.opt.I]
#Column	zmag	(F6.3)	? SDSS z-band magnitude (SDSS-DR8)	[ucd=phot.mag;em.opt.I]
#Column	e_zmag	(F6.3)	? Error of zmag	[ucd=stat.error;phot.mag;em.opt.I]
#Column	Jmag	(F6.3)	2MASS J band magnitude (as in PPMXL)	[ucd=phot.mag;em.IR.J]
#Column	e_Jmag	(F6.3)	Error of Jmag	[ucd=stat.error;phot.mag;em.IR.J]
#Column	Hmag	(F6.3)	2MASS H band magnitude (as in PPMXL)	[ucd=phot.mag;em.IR.H]
#Column	e_Hmag	(F6.3)	Error of Hmag	[ucd=stat.error;phot.mag;em.IR.H]
#Column	Kmag	(F6.3)	2MASS Ks band magnitude (as in PPMXL)	[ucd=phot.mag;em.IR.K]
#Column	e_Kmag	(F6.3)	Error of Kmag	[ucd=stat.error;phot.mag;em.IR.K]
#Column	W1mag	(F6.3)	? WISE W1-band magnitude (3.3um)	[ucd=phot.mag;em.IR.3-4um]
#Column	e_W1mag	(F6.3)	? Error of W1mag	[ucd=stat.error;phot.mag]
#Column	W2mag	(F6.3)	? WISE W2-band magnitude (4.6um)	[ucd=phot.mag;em.IR.4-8um]
#Column	e_W2mag	(F6.3)	? Error of W2mag	[ucd=stat.error;phot.mag]
#Column	W3mag	(F6.3)	? WISE W3-band magnitude (11.6um)	[ucd=phot.flux.density;em.IR.8-15um]
#Column	e_W3mag	(F6.3)	? Error of W3mag	[ucd=stat.error;phot.mag]
#Column	W4mag	(F6.3)	? WISE W4-band magnitude (22.1um)	[ucd=phot.flux.density;em.IR.15-30um]
#Column	e_W4mag	(F6.3)	? Error of W4mag	[ucd=stat.error;phot.mag]
#Column	Src	(A1)	[0,1] Origin of source: 1=from this paper, 0=from Roeser et al. 2011 (J/A+A/531/A92)	[ucd=meta.ref;pos.frame]
#Column	XV	(A2)	Retrieve data on this star across all VizieR (within 5arcsec)	[ucd=meta.ref.url]
#Column	Sloan	(a5)	Display the SDSS data for this source	[ucd=meta.ref.url]
#Seq	RAJ2000	DEJ2000	pmRA	pmDE	plx	rc	RV	Vpar	Vperp	M	gmed	rmed	gmag	e_gmag	rmag	e_rmag	imag	e_imag	zmag	e_zmag	Jmag	e_Jmag	Hmag	e_Hmag	Kmag	e_Kmag	W1mag	e_W1mag	W2mag	e_W2mag	W3mag	e_W3mag	W4mag	e_W4mag	Src	XV	Sloan
# 	deg	deg	mas/yr	mas/yr	mas	pc	km/s	km/s	km/s	Msun	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	 	 	
#--------	-----------	-----------	------	-------	-----	-----	-----	-----	-----	-----	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	-	--	-----
#Seq	RAJ2000	DEJ2000	pmRA	pmDE	plx	rc	RV	Vpar	Vperp	M	gmed	rmed	gmag	e_gmag	rmag	e_rmag	imag	e_imag	zmag	e_zmag	Jmag	e_Jmag	Hmag	e_Hmag	Kmag	e_Kmag	W1mag	e_W1mag	W2mag	e_W2mag	W3mag	e_W3mag	W4mag	e_W4mag	Src	XV	Sloan
     456	069.1214097	+23.3408583	111.39	 -52.44	24.07	 7.13	38.38	24.24	 0.63	 1.54	12.923	      	      	      	      	      	      	      	      	      	 5.205	 0.037	 5.062	 0.015	 4.985	 0.020	 5.035	 0.070	 4.737	 0.039	 5.041	 0.015	 4.894	 0.028	0	XV	Sloan
     457	069.1283642	+19.0908906	 79.42	 -29.38	17.39	11.50	39.08	23.08	 0.01	 0.48	15.387	      	      	      	      	      	      	      	      	      	10.590	 0.022	 9.968	 0.024	 9.707	 0.020	 9.545	 0.023	 9.402	 0.020	 9.384	 0.059	 8.289	      	0	XV	Sloan
     458	069.1584458	+23.0419917	 97.72	 -49.06	21.48	 5.36	38.45	24.13	-0.15	 0.47	14.982	13.753	      	      	      	      	      	      	      	      	10.155	 0.023	 9.538	 0.020	 9.298	 0.020	 9.124	 0.023	 8.969	 0.021	 8.804	 0.031	 8.555	 0.409	0	XV	Sloan
     459	069.1622703	+18.6157456	103.91	 -40.49	23.02	 3.60	39.16	22.95	-0.68	 0.51	13.950	      	      	      	      	      	      	      	      	      	 9.777	 0.022	 9.153	 0.023	 8.940	 0.020	 8.753	 0.023	 8.695	 0.018	 8.514	 0.032	 8.191	 0.368	0	XV	Sloan
     460	069.1696775	+15.8693294	 95.15	 -22.58	20.70	 2.65	39.48	22.39	 0.66	 1.46	      	      	      	      	      	      	      	      	      	      	 5.779	 0.020	 5.609	 0.018	 5.556	 0.021	 5.541	 0.061	 5.389	 0.029	 5.592	 0.014	 5.567	 0.044	0	XV	Sloan
     461	069.2010158	+27.1321833	234.62	-151.82	52.10	27.69	37.60	25.42	-0.47	 0.93	      	      	      	      	      	      	      	      	      	      	 5.945	 0.023	 5.400	 0.018	 5.240	 0.023	 5.131	 0.075	 4.951	 0.031	 5.139	 0.015	 5.084	 0.034	0	XV	Sloan
     462	069.2259425	+24.4989097	 87.86	 -41.03	18.70	 9.98	38.18	24.54	 1.45	 0.17	17.919	16.598	17.887	 0.006	16.629	 0.005	14.951	 0.004	14.181	 0.004	12.515	 0.022	11.910	 0.021	11.645	 0.021	11.428	 0.026	11.245	 0.023	11.221	 0.166	 8.967	      	0	XV	Sloan
     463	069.2591956	+42.5118153	160.40	-207.18	39.29	25.93	32.71	31.47	-3.03	 0.16	      	      	      	      	      	      	      	      	      	      	11.075	 0.022	10.478	 0.021	10.206	 0.018	 9.987	 0.023	 9.813	 0.021	 9.767	 0.047	 9.254	      	0	XV	Sloan
     464	069.2715469	+20.7181489	 76.27	 -37.85	17.21	12.45	38.89	23.41	-1.39	 0.38	15.907	14.688	      	      	      	      	      	      	      	      	11.113	 0.020	10.523	 0.021	10.281	 0.020	10.077	 0.022	 9.966	 0.021	 9.873	 0.056	 8.450	 0.350	0	XV	Sloan
     465	069.2912925	+12.1055381	 89.67	 -14.33	19.77	 6.03	39.83	21.77	-0.22	 0.25	16.967	15.734	      	      	      	      	      	      	      	      	11.714	 0.024	11.126	 0.022	10.827	 0.018	10.625	 0.024	10.449	 0.022	10.155	 0.068	 8.936	      	0	XV	Sloan
     466	069.3106911	+11.3241267	 89.97	 -13.46	19.88	 6.29	39.87	21.69	-0.54	 0.25	16.696	      	      	      	      	      	      	      	      	      	11.634	 0.024	11.067	 0.031	10.784	 0.020	10.601	 0.023	10.428	 0.020	10.241	 0.079	 8.010	      	0	XV	Sloan
     467	069.3412497	+19.3548422	 88.28	 -33.57	19.45	 5.85	39.12	23.02	 0.04	 0.51	15.462	14.238	      	      	      	      	      	      	      	      	10.182	 0.023	 9.572	 0.021	 9.311	 0.018	 9.138	 0.023	 8.972	 0.021	 8.818	 0.036	 8.257	 0.330	0	XV	Sloan
     468	069.3832797	+15.1464517	 95.82	 -19.10	20.91	 2.66	39.63	22.12	 1.03	 1.23	      	      	      	      	      	      	      	      	      	      	 6.365	 0.021	 6.099	 0.017	 5.992	 0.021	 5.990	 0.046	 5.913	 0.024	 5.982	 0.015	 6.020	 0.068	0	XV	Sloan
     469	069.3838689	+16.7588267	 90.27	 -24.10	19.75	 4.68	39.47	22.42	 0.69	 0.43	16.453	15.205	      	      	      	      	      	      	      	      	10.633	 0.024	10.011	 0.026	 9.723	 0.021	 9.468	 0.023	 9.282	 0.021	 9.161	 0.044	 8.480	 0.448	0	XV	Sloan
     470	069.4337878	+04.9018442	 94.36	  10.98	20.92	 9.96	39.97	21.51	 0.69	 0.40	15.339	14.155	      	      	      	      	      	      	      	      	10.620	 0.024	10.033	 0.022	 9.749	 0.024	 9.626	 0.023	 9.497	 0.020	 9.385	 0.038	 8.272	      	0	XV	Sloan
     471	069.4926733	+04.6697775	 92.37	   8.72	20.47	10.47	39.98	21.49	 0.06	 0.70	12.692	      	      	      	      	      	      	      	      	      	 8.960	 0.029	 8.312	 0.046	 8.149	 0.029	 8.059	 0.023	 8.124	 0.020	 8.036	 0.021	 7.928	 0.202	0	XV	Sloan
     472	069.5393442	+16.0332886	109.97	 -40.95	24.99	 6.58	39.60	22.18	-1.87	 1.58	      	      	      	      	      	      	      	      	      	      	 5.398	 0.364	 4.995	 0.016	 4.977	 0.018	 4.954	 0.083	 4.654	 0.042	 5.001	 0.017	 4.987	 0.042	0	XV	Sloan
     473	069.5394292	+12.5108358	102.41	 -15.79	22.69	 4.42	39.89	21.65	 0.22	 2.26	      	      	      	      	      	      	      	      	      	      	 4.117	 0.258	 4.078	 0.228	 4.105	 0.334	 3.867	 0.102	 3.403	 0.066	 3.959	 0.015	 3.950	 0.023	0	XV	Sloan
     474	069.5395125	+11.3181422	 86.88	  -9.00	19.23	 7.59	39.96	21.53	 0.47	 0.30	16.772	15.482	      	      	      	      	      	      	      	      	11.410	 0.021	10.805	 0.030	10.529	 0.020	10.362	 0.024	10.178	 0.022	10.177	 0.084	 8.588	      	0	XV	Sloan
     475	069.5439764	+15.8215106	 95.09	 -27.04	21.17	 2.24	39.62	22.14	-0.25	 0.27	16.437	15.197	      	      	      	      	      	      	      	      	11.384	 0.021	10.790	 0.022	10.526	 0.020	10.363	 0.023	10.177	 0.020	10.156	 0.105	 8.202	      	0	XV	Sloan
     476	069.6039411	+17.5424325	 90.96	 -34.32	20.52	 3.19	39.45	22.44	-0.97	 0.97	      	      	      	      	      	      	      	      	      	      	 7.890	 0.027	 7.329	 0.031	 7.138	 0.023	 7.079	 0.031	 7.110	 0.019	 7.064	 0.019	 6.925	 0.108	0	XV	Sloan
     477	069.6808347	+21.7373358	106.73	 -49.55	23.79	 6.07	38.86	23.45	 0.01	 0.18	17.356	16.046	      	      	      	      	      	      	      	      	11.950	 0.022	11.341	 0.022	11.073	 0.018	10.867	 0.024	10.693	 0.021	10.517	 0.089	 8.621	      	0	XV	Sloan
     478	069.7137131	+23.1499686	103.95	 -56.08	23.47	 6.50	38.62	23.85	-0.54	 1.19	      	      	      	      	      	      	      	      	      	      	 6.454	 0.021	 6.198	 0.016	 6.162	 0.023	 6.103	 0.050	 6.120	 0.023	 6.190	 0.017	 6.267	 0.058	0	XV	Sloan
     479	069.7280128	+19.1822181	 94.00	 -37.72	21.11	 3.05	39.28	22.74	-0.34	 0.48	14.654	13.498	      	      	      	      	      	      	      	      	10.163	 0.020	 9.506	 0.021	 9.266	 0.020	 9.183	 0.024	 9.072	 0.021	 9.023	 0.033	 8.268	      	0	XV	Sloan
     480	069.7388103	+14.1055769	103.25	 -22.62	23.06	 4.12	39.85	21.73	-0.01	 1.11	      	      	      	      	      	      	      	      	      	      	 6.814	 0.037	 6.520	 0.029	 6.443	 0.021	 6.370	 0.044	 6.416	 0.021	 6.443	 0.017	 6.442	 0.073	0	XV	Sloan
     481	069.7756608	+07.8709822	 94.38	  -2.25	21.11	 7.60	40.13	21.20	-0.21	 1.86	      	      	      	      	      	      	      	      	      	      	 5.180	 0.254	 4.928	 0.029	 4.808	 0.020	 4.802	 0.076	 4.395	 0.034	 4.841	 0.015	 4.817	 0.027	0	XV	Sloan
     482	069.8187594	+15.9179731	 83.14	 -20.97	18.49	 8.12	39.71	21.98	 0.55	 2.27	      	      	      	      	      	      	      	      	      	      	 4.682	 0.294	 4.547	 0.222	 4.229	 0.036	 4.221	 0.104	 3.827	 0.057	 4.289	 0.016	 4.265	 0.026	0	XV	Sloan
     483	069.9358325	-13.2502156	 90.72	  59.79	20.26	25.01	37.60	25.43	-0.26	 0.35	15.715	14.506	      	      	      	      	      	      	      	      	11.018	 0.023	10.411	 0.023	10.110	 0.019	 9.967	 0.023	 9.828	 0.021	 9.684	 0.040	 8.957	 0.423	0	XV	Sloan
     484	069.9359606	+23.5327517	 86.66	 -50.79	19.95	 7.23	38.62	23.85	-1.05	 0.17	17.940	16.651	17.948	 0.006	16.679	 0.005	14.933	 0.005	14.121	 0.005	12.474	 0.023	11.885	 0.020	11.538	 0.018	11.376	 0.023	11.174	 0.022	11.032	 0.148	 8.599	      	0	XV	Sloan
     485	069.9374067	+18.0947831	103.54	 -38.69	23.43	 4.35	39.50	22.36	-0.42	 0.13	18.839	17.482	      	      	      	      	      	      	      	      	12.689	 0.023	12.048	 0.021	11.736	 0.021	11.550	 0.023	11.374	 0.021	10.804	 0.102	 8.903	      	0	XV	Sloan
     486	069.9623858	+12.7284742	102.79	 -17.86	23.12	 4.88	40.03	21.39	 0.04	 0.81	      	      	      	      	      	      	      	      	      	      	 8.089	 0.021	 7.602	 0.023	 7.480	 0.023	 7.418	 0.027	 7.493	 0.021	 7.457	 0.018	 7.484	 0.155	0	XV	Sloan
     487	069.9649931	+19.6595664	 88.60	 -41.18	20.36	 4.35	39.29	22.72	-1.17	 0.30	16.893	15.629	      	      	      	      	      	      	      	      	11.365	 0.022	10.774	 0.022	10.441	 0.017	10.268	 0.025	10.079	 0.021	 9.943	 0.057	 8.531	      	0	XV	Sloan
     488	069.9829267	+21.4943667	 70.69	 -32.23	15.87	17.47	39.01	23.21	 0.15	 0.57	14.239	      	      	      	      	      	      	      	      	      	10.317	 0.020	 9.612	 0.020	 9.423	 0.017	 9.306	 0.024	 9.280	 0.021	 9.216	 0.036	 8.684	 0.372	0	XV	Sloan
     489	069.9879267	+23.1378806	103.19	 -52.88	23.20	 6.32	38.71	23.70	 0.08	 0.69	      	      	      	      	      	      	      	      	      	      	 8.738	 0.026	 8.059	 0.020	 7.915	 0.024	 7.841	 0.024	 7.911	 0.019	 7.843	 0.019	 8.090	 0.285	0	XV	Sloan
     490	070.0221361	+34.0675669	 79.59	 -76.83	18.90	16.48	35.96	27.70	-1.64	 0.16	18.309	16.989	      	      	      	      	      	      	      	      	12.729	 0.021	12.109	 0.028	11.856	 0.025	11.628	 0.023	11.440	 0.022	11.425	      	 8.732	      	0	XV	Sloan
     491	070.0243408	+23.3045419	 73.12	 -40.31	16.68	15.13	38.69	23.73	-0.52	 0.98	      	      	      	      	      	      	      	      	      	      	 7.996	 0.020	 7.631	 0.016	 7.565	 0.020	 7.508	 0.024	 7.582	 0.022	 7.578	 0.020	 7.607	 0.184	0	XV	Sloan
     492	070.0383950	+25.5923997	 99.64	 -64.18	22.95	 7.78	38.23	24.47	-0.84	 0.83	      	      	      	      	      	      	      	      	      	      	 8.168	 0.023	 7.583	 0.027	 7.385	 0.021	 7.266	 0.028	 7.265	 0.020	 7.231	 0.017	 7.319	 0.134	0	XV	Sloan
     493	070.0529683	+19.2860956	 94.14	 -40.78	21.53	 3.08	39.38	22.57	-0.77	 0.50	14.171	      	      	      	      	      	      	      	      	      	 9.948	 0.021	 9.363	 0.023	 9.120	 0.022	 8.959	 0.023	 8.892	 0.019	 8.832	 0.035	 8.523	      	0	XV	Sloan
     494	070.1061294	+16.5136892	 96.02	 -29.09	21.71	 2.34	39.75	21.91	 0.00	 1.07	      	      	      	      	      	      	      	      	      	      	 7.358	 0.026	 6.809	 0.021	 6.685	 0.023	 6.639	 0.039	 6.682	 0.021	 6.669	 0.017	 6.657	 0.084	0	XV	Sloan
     495	070.1177858	+18.0877692	113.81	 -41.30	25.80	 7.93	39.56	22.24	-0.15	 0.33	15.652	      	      	      	      	      	      	      	      	      	10.636	 0.021	10.027	 0.019	 9.757	 0.016	 9.576	 0.024	 9.417	 0.021	 9.341	 0.039	 8.942	      	0	XV	Sloan
     496	070.1375564	+18.0283864	 61.98	 -22.19	14.05	25.07	39.58	22.22	-0.09	 0.21	18.334	17.011	      	      	      	      	      	      	      	      	12.830	 0.021	12.204	 0.019	11.917	 0.022	11.720	 0.023	11.536	 0.023	11.495	 0.225	 8.911	      	0	XV	Sloan
     497	070.1770175	+02.2311147	170.55	  49.37	39.40	22.73	40.11	21.24	 2.33	 0.64	      	      	      	      	      	      	      	      	      	      	 7.894	 0.023	 7.255	 0.047	 7.032	 0.017	 6.904	 0.030	 6.874	 0.021	 6.799	 0.015	 6.697	 0.057	0	XV	Sloan
     498	070.2044489	+23.8096242	 62.09	 -48.47	15.48	19.67	38.65	23.79	-3.96	 1.10	      	      	      	      	      	      	      	      	      	      	 7.601	 0.024	 7.300	 0.023	 7.231	 0.024	 7.197	 0.030	 7.252	 0.021	 7.238	 0.016	 7.142	 0.097	0	XV	Sloan
     499	070.2168572	+09.0875875	 96.65	 -11.23	22.00	 6.63	40.28	20.92	-1.25	 0.22	16.903	15.659	      	      	      	      	      	      	      	      	11.696	 0.022	11.132	 0.030	10.823	 0.022	10.652	 0.023	10.466	 0.023	10.255	 0.123	 8.293	      	0	XV	Sloan
     500	070.2383817	+04.8484850	 74.09	   5.68	16.81	17.28	40.26	20.96	-0.21	 0.23	18.022	16.676	      	      	      	      	      	      	      	      	12.236	 0.021	11.602	 0.028	11.353	 0.021	11.113	 0.024	10.925	 0.022	10.845	 0.107	 8.452	      	0	XV	Sloan
     501	070.2580853	+19.9094139	111.01	 -43.72	25.01	 7.15	39.36	22.61	 0.46	 0.13	18.786	17.470	      	      	      	      	      	      	      	      	12.627	 0.019	12.047	 0.019	11.702	 0.018	11.470	 0.023	11.273	 0.022	11.270	 0.180	 8.486	 0.383	0	XV	Sloan
     502	070.3342144	+33.5226525	 67.07	 -50.34	14.51	28.14	36.22	27.35	 1.71	 1.03	      	      	      	      	      	      	      	      	      	      	 8.113	 0.021	 7.786	 0.042	 7.689	 0.016	 7.633	 0.025	 7.694	 0.020	 7.664	 0.017	 7.515	 0.140	0	XV	Sloan
     503	070.3659092	+14.0761089	 86.90	 -21.93	19.93	 5.16	40.08	21.31	-0.55	 0.60	13.986	      	      	      	      	      	      	      	      	      	 9.576	 0.021	 8.938	 0.024	 8.712	 0.021	 8.601	 0.023	 8.492	 0.019	 8.388	 0.023	 7.808	 0.192	0	XV	Sloan
     504	070.3698586	+12.0093350	 94.37	 -15.67	21.56	 4.59	40.22	21.04	-0.22	 0.57	13.459	      	      	      	      	      	      	      	      	      	 9.613	 0.022	 8.981	 0.022	 8.754	 0.020	 8.619	 0.023	 8.595	 0.020	 8.559	 0.034	 8.331	      	0	XV	Sloan
     505	070.4448447	+04.4366786	 83.87	  22.35	19.49	11.87	40.32	20.84	 3.36	 0.50	14.656	13.586	      	      	      	      	      	      	      	      	10.205	 0.027	 9.609	 0.027	 9.348	 0.021	 9.168	 0.022	 9.058	 0.021	 8.996	 0.031	 8.342	 0.267	0	XV	Sloan
     506	070.4452967	+07.2756908	 80.14	  -1.10	18.32	12.02	40.38	20.73	-0.38	 0.29	16.451	      	      	      	      	      	      	      	      	      	11.537	 0.022	11.014	 0.030	10.707	 0.025	10.472	 0.023	10.324	 0.020	10.116	 0.069	 8.503	      	0	XV	Sloan
     507	070.5189386	+11.9204606	 81.49	 -11.08	18.63	 8.92	40.28	20.92	 0.36	 0.56	13.967	      	      	      	      	      	      	      	      	      	 9.988	 0.022	 9.365	 0.022	 9.119	 0.017	 9.010	 0.023	 8.963	 0.022	 8.883	 0.036	 8.378	      	0	XV	Sloan
     508	070.5518869	+14.1476061	 93.17	 -22.15	21.42	 3.43	40.14	21.20	-0.16	 0.21	17.168	      	      	      	      	      	      	      	      	      	11.889	 0.021	11.295	 0.023	11.011	 0.018	10.828	 0.023	10.635	 0.022	10.260	 0.072	 8.541	      	0	XV	Sloan
     509	070.5784247	+17.6939708	 83.70	 -32.75	19.47	 5.83	39.77	21.87	-0.80	 0.38	15.610	14.376	      	      	      	      	      	      	      	      	10.860	 0.024	10.283	 0.027	10.020	 0.022	 9.858	 0.023	 9.727	 0.018	 9.779	 0.063	 8.924	      	0	XV	Sloan
     510	070.7122183	+19.4871764	 84.98	 -39.14	19.94	 5.32	39.57	22.23	-0.89	 0.38	15.555	14.358	      	      	      	      	      	      	      	      	10.822	 0.025	10.224	 0.034	 9.994	 0.020	 9.820	 0.023	 9.689	 0.019	 9.494	 0.043	 8.522	      	0	XV	Sloan
     511	070.7173772	+23.3395725	 79.48	 -46.69	18.70	 9.64	38.92	23.36	-0.82	 0.40	15.629	14.415	      	      	      	      	      	      	      	      	10.885	 0.027	10.207	 0.034	10.010	 0.019	 9.865	 0.023	 9.720	 0.021	 9.773	 0.060	 8.579	      	0	XV	Sloan
     512	070.7436917	+20.6048419	 83.10	 -38.93	19.32	 7.01	39.41	22.51	-0.33	 0.38	15.655	14.612	      	      	      	      	      	      	      	      	10.892	 0.025	10.349	 0.034	10.084	 0.019	 9.933	 0.023	 9.792	 0.020	 9.650	 0.043	 8.726	      	0	XV	Sloan
     513	070.8028044	+15.3149314	 61.68	 -20.89	14.51	22.88	40.12	21.23	-1.28	 0.60	14.294	      	      	      	      	      	      	      	      	      	10.248	 0.020	 9.611	 0.022	 9.395	 0.017	 9.233	 0.024	 9.160	 0.021	 9.027	 0.030	 9.142	 0.534	0	XV	Sloan
     514	070.8153939	+17.0691219	 93.48	 -30.51	21.60	 2.88	39.93	21.58	 0.12	 0.87	      	      	      	      	      	      	      	      	      	      	 8.002	 0.020	 7.528	 0.021	 7.396	 0.016	 7.322	 0.029	 7.366	 0.021	 7.331	 0.018	 7.394	 0.147	0	XV	Sloan
     515	070.8206944	+02.0072836	 87.93	  21.24	20.57	12.72	40.33	20.82	 1.12	 0.41	      	      	      	      	      	      	      	      	      	      	10.638	 0.026	10.035	 0.026	 9.741	 0.026	 9.518	 0.023	 9.349	 0.020	 9.182	 0.037	 8.306	      	0	XV	Sloan
     516	070.8531464	+24.2966783	 92.87	 -58.78	22.06	 6.75	38.77	23.60	-0.98	 0.46	14.631	13.720	      	      	      	      	      	      	      	      	10.191	 0.020	 9.531	 0.019	 9.316	 0.016	 9.176	 0.023	 9.076	 0.020	 9.045	 0.036	 8.586	      	0	XV	Sloan
     517	071.0924192	+32.9496392	 76.75	 -48.86	15.92	22.70	36.63	26.81	 3.94	 0.29	16.910	15.598	      	      	      	      	      	      	      	      	11.889	 0.023	11.319	 0.031	11.056	 0.018	10.811	 0.022	10.660	 0.020	10.458	 0.090	 8.458	      	0	XV	Sloan
     518	071.1076178	+11.1461317	 98.77	 -15.51	23.18	 6.18	40.52	20.44	-0.50	 1.78	      	      	      	      	      	      	      	      	      	      	 4.962	 0.248	 4.732	 0.027	 4.733	 0.020	 4.791	 0.085	 4.351	 0.041	 4.767	 0.014	 4.741	 0.031	0	XV	Sloan
     519	071.1181939	+17.8530772	 64.92	 -20.76	14.97	20.84	39.94	21.57	 0.87	 0.36	16.483	15.251	      	      	      	      	      	      	      	      	11.579	 0.021	10.988	 0.022	10.725	 0.018	10.526	 0.023	10.363	 0.020	10.262	 0.070	 8.951	      	0	XV	Sloan
     520	071.1464500	+17.4511933	 79.72	 -24.18	18.39	 8.75	40.00	21.46	 0.93	 0.26	16.488	15.280	      	      	      	      	      	      	      	      	11.802	 0.020	11.295	 0.022	10.948	 0.018	10.790	 0.023	10.643	 0.022	10.455	 0.083	 9.125	      	0	XV	Sloan
     521	071.1823317	+18.4082447	 82.10	 -42.22	20.09	 4.96	39.89	21.66	-2.33	 0.43	15.710	14.466	      	      	      	      	      	      	      	      	10.561	 0.026	 9.904	 0.032	 9.655	 0.020	 9.506	 0.022	 9.357	 0.021	 9.194	 0.033	 8.614	      	0	XV	Sloan
